# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 11 18:07:50 2019
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
407,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98183800,0.00017200,-0.00016600,0,2456894.731370,0.001449,-0.001513,0,86.418,2.635,-6.028,0,8.556132,1.352623,-3.366937,0,0.02243,0.00259,-0.00088,0,2.393,0.377,-0.169,0,0.98,0.11,-0.06,0,12.183,,0,,,
408,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98189210,,,0,2456894.731000,,,0,,,,,,,,,0.02159,,,0,2.660,,,0,1.04,,,0,12.183,,0,,,
409,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,0,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98049071,,,0,2456899.718676,,,0,,,,,,,,,,,,,,,,,,,,,12.183,,0,,,
410,EPIC 205029914,EPIC 205029914.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,16h36m06.06s,249.025269,-19d44m40.7s,-19.744625,4.98205000,0.00028000,-0.00028000,0,2456894.731400,0.002500,-0.002500,0,,,,,,,,,0.02060,0.00120,-0.00120,0,2.300,0.260,-0.260,0,1.01,0.10,-0.10,0,12.183,,0,,,
411,EPIC 205040048,EPIC 205040048.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,16h08m40.44s,242.168488,-19d41m45.0s,-19.695845,3.30551910,,,0,2456894.546000,,,0,,,,,,,,,0.03401,,,0,1.270,,,0,0.35,,,0,14.989,,0,11.453,0.024,0
413,EPIC 205047565,EPIC 205047565.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,16h40m10.49s,250.043701,-19d39m33.0s,-19.659178,14.54444130,,,0,2456906.636582,,,0,,,,,,,,,,,,,,,,,,,,,14.654,,0,10.916,0.023,0
414,EPIC 205050711,EPIC 205050711.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,16h50m39.27s,252.663620,-19d38m38.2s,-19.643932,4.30221683,,,0,2456899.260955,,,0,,,,,,,,,,,,,,,,,,,,,10.588,,0,9.233,0.023,0
415,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,16h47m33.22s,251.888428,-19d34m45.5s,-19.579313,8.02413060,,,0,2456896.667000,,,0,,,,,,,,,0.08498,,,0,4.420,,,0,0.58,,,0,12.839,,0,9.794,0.023,0
417,EPIC 205064326,EPIC 205064326.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,16h47m33.22s,251.888428,-19d34m45.5s,-19.579313,8.02678456,,,0,2456896.656177,,,0,,,,,,,,,,,,,,,,,,,,,12.839,,0,9.794,0.023,0
428,EPIC 205084841,EPIC 205084841.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,16h33m35.83s,248.399277,-19d28m45.1s,-19.479185,11.31009000,0.00053000,-0.00053000,0,2456893.859200,0.002100,-0.002100,0,,,,,,,,,0.11900,0.00260,-0.00260,0,130.000,47.000,-47.000,0,10.00,3.60,-3.60,0,15.605,,0,12.612,0.027,0
429,EPIC 205111664,EPIC 205111664.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,16h14m43.23s,243.680115,-19d20m47.8s,-19.346617,15.93737800,,,0,2456906.431000,,,0,,,,,,,,,0.02135,,,0,1.840,,,0,0.70,,,0,12.129,,0,9.875,0.023,0
432,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63311000,0.00058000,-0.00058000,0,2456902.266600,0.001100,-0.001100,0,,,,,,,,,0.18610,0.00460,-0.00460,0,44.000,11.000,-11.000,0,2.19,0.55,-0.55,0,13.651,,0,10.120,0.021,0
433,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63091654,,,0,2456902.267489,,,0,,,,,,,,,,,,,,,,,,,,,13.651,,0,10.120,0.021,0
434,EPIC 205145448,EPIC 205145448.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,16h33m47.67s,248.448639,-19d10m40.0s,-19.177790,16.63237000,,,0,2456902.268000,,,0,,,,,,,,,0.18870,,,0,10.700,,,0,0.47,,,0,13.651,,0,10.120,0.021,0
436,EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37729860,,,0,2456896.513000,,,0,,,,,,,,,0.17440,,,0,16.600,,,0,0.78,,,0,12.389,,0,10.554,0.022,0
437,EPIC 205148699,EPIC 205148699.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,16h52m38.51s,253.160477,-19d09m41.9s,-19.161650,4.37983009,,,0,2456896.498220,,,0,,,,,,,,,,,,,,,,,,,,,12.389,,0,10.554,0.022,0
438,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.98036126,,,0,2456894.604000,,,0,,,,,,,,,0.02071,,,0,1.440,,,0,0.58,,,0,13.486,,0,10.524,0.019,0
439,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,0,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.98041400,0.00009600,-0.00009600,0,2456959.309150,0.001400,-0.001400,0,83.700,4.700,-8.800,0,5.300000,1.100000,-1.900000,0,0.02190,0.00400,-0.00200,0,1.580,0.360,-0.360,0,0.66,0.10,-0.10,0,13.486,,0,10.524,0.019,0
440,EPIC 205152172,EPIC 205152172.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,16h20m43.20s,245.180008,-19d08m38.9s,-19.144140,0.97988263,,,0,2456896.576380,,,0,,,,,,,,,,,,,,,,,,,,,13.486,,0,10.524,0.019,0
441,EPIC 205242733,EPIC 205242733.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,16h27m31.18s,246.879898,-18d40m30.6s,-18.675165,2.41650660,,,0,2456896.717000,,,0,,,,,,,,,0.02173,,,0,0.988,,,0,0.38,,,0,13.493,,0,10.487,0.023,0
442,EPIC 205252523,EPIC 205252523.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,16h28m10.43s,247.043442,-18d37m26.1s,-18.623919,4.49843540,,,0,2456897.605000,,,0,,,,,,,,,0.04131,,,0,3.120,,,0,0.66,,,0,14.793,,0,12.084,0.029,0
443,EPIC 205463986,EPIC 205463986.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,16h06m06.63s,241.527634,-17d25m02.5s,-17.417355,2.32404890,,,0,2456895.914000,,,0,,,,,,,,,0.46990,,,0,33.400,,,0,0.78,,,0,10.919,,0,9.072,0.021,0
445,EPIC 205489894,EPIC 205489894.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,16h29m53.84s,247.474335,-17d14m50.0s,-17.247229,14.65819600,,,0,2456907.075000,,,0,,,,,,,,,0.03059,,,0,1.600,,,0,0.45,,,0,12.337,,0,8.965,0.021,0
446,EPIC 205570849,EPIC 205570849.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,16h19m27.22s,244.863434,-16d41m21.0s,-16.689157,16.85800000,0.00110000,-0.00110000,0,2456894.672300,0.003200,-0.003200,0,,,,,,,,,0.04700,0.05700,-0.05700,0,5.600,6.700,-6.700,0,1.07,0.10,-0.10,0,12.122,,0,10.414,0.021,0
449,EPIC 205703094,EPIC 205703094.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,16h29m21.34s,247.338928,-15d38m48.3s,-15.646748,8.11910000,0.00170000,-0.00170000,0,2456895.816900,0.007100,-0.007100,0,,,,,,,,,0.45000,0.32000,-0.32000,0,57.000,43.000,-43.000,0,1.20,0.26,-0.26,0,12.514,,0,10.361,0.019,0
450,EPIC 205703094,EPIC 205703094.02,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,16h29m21.34s,247.338928,-15d38m48.3s,-15.646748,16.23500000,0.00590000,-0.00590000,0,2456899.889000,0.014000,-0.014000,0,,,,,,,,,0.08600,0.09400,-0.09400,0,11.000,24.000,-24.000,0,1.20,0.26,-0.26,0,12.514,,0,10.361,0.019,0
460,EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47563130,,,0,2456981.815000,,,0,,,,,,,,,0.02869,,,0,2.480,,,0,0.81,,,0,12.410,,0,10.648,0.021,0
461,EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47564100,0.00005700,-0.00005400,0,2456981.815170,0.000939,-0.000847,0,82.188,6.884,-4.032,0,7.536817,15.089050,-1.528074,0,0.05583,0.19008,-0.02958,0,5.023,17.102,-2.666,0,0.82,0.05,-0.03,0,12.410,,0,10.648,0.021,0
462,EPIC 205944181,EPIC 205944181.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,22h15m41.98s,333.924896,-16d33m48.7s,-16.563540,2.47552700,0.00008300,-0.00008300,0,2456981.816700,0.001200,-0.001200,0,,,,,,,,,0.38000,0.35000,-0.35000,0,42.000,40.000,-40.000,0,1.06,0.22,-0.22,0,12.410,,0,10.648,0.021,0
463,EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,22h43m50.32s,340.959686,-16d27m44.8s,-16.462458,17.72507000,0.00062000,-0.00062000,0,2456989.196300,0.001100,-0.001100,0,,,,,,,,,0.31000,0.32000,-0.32000,0,45.000,46.000,-46.000,0,1.33,0.14,-0.14,0,11.160,,0,9.864,0.023,0
464,EPIC 205947161,EPIC 205947161.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h43m50.32s,340.959686,-16d27m44.8s,-16.462458,17.72583700,,,0,2456989.194000,,,0,,,,,,,,,0.06395,,,0,6.630,,,0,1.11,,,0,11.160,,0,9.864,0.023,0
465,EPIC 205947214,EPIC 205947214.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h18m27.99s,334.616638,-16d27m39.3s,-16.460911,54.16983200,,,0,2456983.710000,,,0,,,,,,,,,0.40520,,,0,22.000,,,0,0.55,,,0,16.121,,0,12.777,0.032,0
468,EPIC 205957328,EPIC 205957328.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35334700,,,0,2456981.588000,,,0,,,,,,,,,0.02383,,,0,2.190,,,0,0.79,,,0,12.464,,0,10.641,0.023,0
469,EPIC 205957328,EPIC 205957328.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,22h39m36.58s,339.902435,-16d07m47.2s,-16.129774,14.35343800,0.00142100,-0.00149100,0,2456981.585510,0.003481,-0.003193,0,88.995,0.733,-1.803,0,30.729420,5.792637,-12.851525,0,0.02391,0.00439,-0.00177,0,2.160,0.406,-0.170,0,0.83,0.03,-0.02,0,12.464,,0,10.641,0.023,0
470,EPIC 205976958,EPIC 205976958.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h37m14.33s,339.309692,-15d30m50.9s,-15.514149,2.31814660,,,0,2456980.703000,,,0,,,,,,,,,0.03644,,,0,2.900,,,0,0.67,,,0,15.557,,0,12.520,0.026,0
472,EPIC 205990339,EPIC 205990339.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h03m53.13s,330.971375,-15d06m23.6s,-15.106543,19.44189900,,,0,2456992.136000,,,0,,,,,,,,,0.37920,,,0,4.150,,,0,0.11,,,0,16.768,,0,14.220,0.083,0
473,EPIC 205996447,EPIC 205996447.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h38m54.39s,339.726624,-14d55m32.4s,-14.925673,0.80032756,,,0,2456980.092000,,,0,,,,,,,,,0.36180,,,0,21.300,,,0,0.61,,,0,15.262,,0,12.312,0.027,0
474,EPIC 205999468,EPIC 205999468.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,0,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26310000,0.00110000,-0.00110000,0,2456984.093200,0.002700,-0.002700,0,,,,,,,,,0.02380,0.00220,-0.00220,0,1.870,0.210,-0.210,0,0.72,0.05,-0.05,0,12.932,,0,11.011,0.024,0
475,EPIC 205999468,EPIC 205999468.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.25823207,,,0,2456984.105403,,,0,,,,,,,,,,,,,,,,,,,,,12.932,,0,11.011,0.024,0
476,EPIC 205999468,EPIC 205999468.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h21m37.59s,335.406616,-14d50m22.1s,-14.839480,12.26335400,,,0,2456984.094000,,,0,,,,,,,,,0.02600,,,0,2.160,,,0,0.76,,,0,12.932,,0,11.011,0.024,0
494,EPIC 206024342,EPIC 206024342.02,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,0.91165670,,,0,2456980.070000,,,0,,,,,,,,,0.01593,,,0,1.350,,,0,0.94,,,0,13.046,,0,11.487,0.023,0
495,EPIC 206024342,EPIC 206024342.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.64154100,,,0,2456985.482000,,,0,,,,,,,,,0.03369,,,0,2.940,,,0,0.94,,,0,13.046,,0,11.487,0.023,0
496,EPIC 206024342,EPIC 206024342.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,14.63700000,0.00210000,-0.00210000,0,2456985.489800,0.004100,-0.004100,0,,,,,,,,,0.02490,0.00150,-0.00150,0,4.000,1.300,-1.300,0,1.50,0.46,-0.46,0,13.046,,0,11.487,0.023,0
513,EPIC 206028176,EPIC 206028176.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,22h01m12.07s,330.300293,-14d00m52.4s,-14.014557,9.38260000,0.00180000,-0.00180000,0,2456988.124600,0.006600,-0.006600,0,,,,,,,,,0.01580,0.00110,-0.00110,0,2.390,0.280,-0.280,0,1.38,0.13,-0.13,0,12.244,,0,11.075,0.021,0
514,EPIC 206028176,EPIC 206028176.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,0,22h01m12.07s,330.300293,-14d00m52.4s,-14.014557,9.38134020,,,0,2456988.130000,,,0,,,,,,,,,0.01745,,,0,2.860,,,0,1.39,,,0,12.244,,0,11.075,0.021,0
515,EPIC 206029450,EPIC 206029450.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h23m31.90s,335.882935,-13d58m46.6s,-13.979621,4.23049590,,,0,2456980.943000,,,0,,,,,,,,,0.03081,,,0,2.560,,,0,0.67,,,0,15.504,,0,12.834,0.029,0
516,EPIC 206032309,EPIC 206032309.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h44m57.77s,341.240692,-13d54m03.3s,-13.900921,4.11076340,,,0,2456982.769000,,,0,,,,,,,,,0.04665,,,0,1.010,,,0,0.18,,,0,15.782,,0,12.538,0.026,0
517,EPIC 206036749,EPIC 206036749.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CANDIDATE,1,22h09m54.30s,332.476257,-13d46m39.7s,-13.777700,1.13131600,0.00003000,-0.00003000,0,2456982.119000,0.092000,-0.092000,0,,,,,,,,,0.03130,0.00180,-0.00180,0,4.600,1.300,-1.300,0,1.32,0.36,-0.36,0,13.008,,0,11.323,0.027,0
522,EPIC 206042996,EPIC 206042996.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJS..222...14V target=ref>Vanderburg et al. 2016</a>,CANDIDATE,1,22h30m03.26s,337.513580,-13d36m36.4s,-13.610113,0.35490972,,,0,2456979.732000,,,0,,,,,,,,,0.02145,,,0,1.450,,,0,0.57,,,0,16.061,,0,13.071,0.033,0
